id,hadith_id,source,chapter_no,hadith_no,chapter,chain_indx,text_ar,text_en
16,1, Sahih Muslim ,1, 16 ,Introduction - كتاب المقدمة,"30487, 20029, 5355, 10861, 13118, 13","وحدثني حرملة بن يحيى بن عبد الله بن حرملة بن عمران التجيبي، قال حدثنا ابن وهب، قال حدثني أبو شريح، أنه سمع شراحيل بن يزيد، يقول أخبرني مسلم بن يسار، أنه سمع أبا هريرة، يقول قال رسول الله صلى الله عليه وسلم ‏""‏ يكون في آخر الزمان دجالون كذابون يأتونكم من الأحاديث بما لم تسمعوا أنتم ولا آباؤكم فإياكم وإياهم لا يضلونكم ولا يفتنونكم ‏""‏ ‏.‏",
17,1, Sahih Muslim ,1, 17 ,Introduction - كتاب المقدمة,"30200, 20032, 11060, 11394, 10779, 16",وحدثني أبو سعيد الأشج، حدثنا وكيع، حدثنا الأعمش، عن المسيب بن رافع، عن عامر بن عبدة، قال قال عبد الله إن الشيطان ليتمثل في صورة الرجل فيأتي القوم فيحدثهم بالحديث من الكذب فيتفرقون فيقول الرجل منهم سمعت رجلا أعرف وجهه ولا أدري ما اسمه يحدث ‏.‏,
18,1, Sahih Muslim ,1, 18 ,Introduction - كتاب المقدمة,"30375, 20121, 20115, 11433, 11053, 29",وحدثني محمد بن رافع، حدثنا عبد الرزاق، أخبرنا معمر، عن ابن طاوس، عن أبيه، عن عبد الله بن عمرو بن العاص، قال إن في البحر شياطين مسجونة أوثقها سليمان يوشك أن تخرج فتقرأ على الناس قرآنا ‏.‏,
19,1, Sahih Muslim ,1, 19 ,Introduction - كتاب المقدمة,"30377, 11509, 20005, 11168, 20012, 11566, 11053",وحدثني محمد بن عباد، وسعيد بن عمرو الأشعثي، جميعا عن ابن عيينة، - قال سعيد أخبرنا سفيان، - عن هشام بن حجير، عن طاوس، قال جاء هذا إلى ابن عباس - يعني بشير بن كعب - فجعل يحدثه فقال له ابن عباس عد لحديث كذا وكذا ‏.‏ فعاد له ثم حدثه فقال له عد لحديث كذا وكذا ‏.‏ فعاد له فقال له ما أدري أعرفت حديثي كله وأنكرت هذا أم أنكرت حديثي كله وعرفت هذا فقال له ابن عباس إنا كنا نحدث عن رسول الله صلى الله عليه وسلم إذ لم يكن يكذب عليه فلما ركب الناس الصعب والذلول تركنا الحديث عنه ‏.‏,
20,1, Sahih Muslim ,1, 20 ,Introduction - كتاب المقدمة,"30375, 20121, 20115, 11433, 11053, 17",وحدثني محمد بن رافع، حدثنا عبد الرزاق، أخبرنا معمر، عن ابن طاوس، عن أبيه، عن ابن عباس، قال إنما كنا نحفظ الحديث والحديث يحفظ عن رسول الله صلى الله عليه وسلم فأما إذ ركبتم كل صعب وذلول فهيهات ‏.‏,
21,1, Sahih Muslim ,1, 21 ,Introduction - كتاب المقدمة,"20443, 172, 11028",وحدثني أبو أيوب، سليمان بن عبيد الله الغيلاني حدثنا أبو عامر، - يعني العقدي - حدثنا رباح، عن قيس بن سعد، عن مجاهد، قال جاء بشير العدوي إلى ابن عباس فجعل يحدث ويقول قال رسول الله صلى الله عليه وسلم قال رسول الله صلى الله عليه وسلم فجعل ابن عباس لا يأذن لحديثه ولا ينظر إليه فقال يا ابن عباس ما لي لا أراك تسمع لحديثي أحدثك عن رسول الله صلى الله عليه وسلم ولا تسمع ‏.‏ فقال ابن عباس إنا كنا مرة إذا سمعنا رجلا يقول قال رسول الله صلى الله عليه وسلم ابتدرته أبصارنا وأصغينا إليه بآذاننا فلما ركب الناس الصعب والذلول لم نأخذ من الناس إلا ما نعرف ‏.‏,
22,1, Sahih Muslim ,1, 22 ,Introduction - كتاب المقدمة,"30504, 20203, 11090",حدثنا داود بن عمرو الضبي، حدثنا نافع بن عمر، عن ابن أبي مليكة، قال كتبت إلى ابن عباس أسأله أن يكتب، لي كتابا ويخفي عني ‏.‏ فقال ولد ناصح أنا أختار له الأمور اختيارا وأخفي عنه ‏.‏ قال فدعا بقضاء علي فجعل يكتب منه أشياء ويمر به الشىء فيقول والله ما قضى بهذا علي إلا أن يكون ضل ‏.‏,
23,1, Sahih Muslim ,1, 23 ,Introduction - كتاب المقدمة,"30263, 20005, 11566, 11053",حدثنا عمرو الناقد، حدثنا سفيان بن عيينة، عن هشام بن حجير، عن طاوس، قال أتي ابن عباس بكتاب فيه قضاء علي - رضى الله عنه - فمحاه إلا قدر ‏.‏ وأشار سفيان بن عيينة بذراعه ‏.‏,
24,1, Sahih Muslim ,1, 24 ,Introduction - كتاب المقدمة,"20364, 20102, 11060, 11049",حدثنا حسن بن علي الحلواني، حدثنا يحيى بن آدم، حدثنا ابن إدريس، عن الأعمش، عن أبي إسحاق، قال لما أحدثوا تلك الأشياء بعد علي - رضى الله عنه - قال رجل من أصحاب علي قاتلهم الله أى علم أفسدوا ‏.‏,
25,1, Sahih Muslim ,1, 25 ,Introduction - كتاب المقدمة,"30556, 20373, 166",حدثنا علي بن خشرم، أخبرنا أبو بكر، - يعني ابن عياش - قال سمعت المغيرة، يقول لم يكن يصدق على علي - رضى الله عنه - في الحديث عنه إلا من أصحاب عبد الله بن مسعود ‏.‏,
26,1, Sahih Muslim ,1, 26 ,Introduction - كتاب المقدمة,"20022, 11015, 11065, 11035, 20271, 11065, 11065, 11035",حدثنا حسن بن الربيع، حدثنا حماد بن زيد، عن أيوب، وهشام، عن محمد، وحدثنا فضيل، عن هشام، قال وحدثنا مخلد بن حسين، عن هشام، عن محمد بن سيرين، قال إن هذا العلم دين فانظروا عمن تأخذون دينكم ‏.‏,
27,1, Sahih Muslim ,1, 27 ,Introduction - كتاب المقدمة,"20313, 11080, 11035",حدثنا أبو جعفر، محمد بن الصباح حدثنا إسماعيل بن زكرياء، عن عاصم الأحول، عن ابن سيرين، قال لم يكونوا يسألون عن الإسناد، فلما وقعت الفتنة قالوا سموا لنا رجالكم فينظر إلى أهل السنة فيؤخذ حديثهم وينظر إلى أهل البدع فلا يؤخذ حديثهم ‏.‏,
28,1, Sahih Muslim ,1, 28 ,Introduction - كتاب المقدمة,"30021, 20347, 20024, 10880",حدثنا إسحاق بن إبراهيم الحنظلي، أخبرنا عيسى، - وهو ابن يونس - حدثنا الأوزاعي، عن سليمان بن موسى، قال لقيت طاوسا فقلت حدثني فلان، كيت وكيت ‏.‏ قال إن كان صاحبك مليا فخذ عنه ‏.‏,
29,1, Sahih Muslim ,1, 29 ,Introduction - كتاب المقدمة,"30025, 20640, 20638, 10880",وحدثنا عبد الله بن عبد الرحمن الدارمي، أخبرنا مروان، - يعني ابن محمد الدمشقي - حدثنا سعيد بن عبد العزيز، عن سليمان بن موسى، قال قلت لطاوس إن فلانا حدثني بكذا، وكذا، ‏.‏ قال إن كان صاحبك مليا فخذ عنه ‏.‏,
30,1, Sahih Muslim ,1, 30 ,Introduction - كتاب المقدمة,"30395, 20556, 20509, 11061",حدثنا نصر بن علي الجهضمي، حدثنا الأصمعي، عن ابن أبي الزناد، عن أبيه، قال أدركت بالمدينة مائة كلهم مأمون ‏.‏ ما يؤخذ عنهم الحديث يقال ليس من أهله ‏.‏,
31,1, Sahih Muslim ,1, 31 ,Introduction - كتاب المقدمة,"20012, 20005, 20359, 11063",حدثنا محمد بن أبي عمر المكي، حدثنا سفيان، ح وحدثني أبو بكر بن خلاد الباهلي، - واللفظ له - قال سمعت سفيان بن عيينة، عن مسعر، قال سمعت سعد بن إبراهيم، يقول لا يحدث عن رسول الله صلى الله عليه وسلم إلا الثقات ‏.‏,
32,1, Sahih Muslim ,1, 32 ,Introduction - كتاب المقدمة,"30349, 20025",وحدثني محمد بن عبد الله بن قهزاذ، - من أهل مرو - قال سمعت عبدان بن عثمان، يقول سمعت عبد الله بن المبارك، يقول الإسناد من الدين ولولا الإسناد لقال من شاء ما شاء ‏.‏,
33,1, Sahih Muslim ,1, 33 ,Introduction - كتاب المقدمة,"30561, 20025",وقال محمد بن عبد الله حدثني العباس بن أبي رزمة، قال سمعت عبد الله، يقول بيننا وبين القوم القوائم ‏.‏ يعني الإسناد ‏.‏,
34,1, Sahih Muslim ,1, 34 ,Introduction - كتاب المقدمة,30213,"وقال محمد سمعت أبا إسحاق، إبراهيم بن عيسى الطالقاني قال قلت لعبد الله بن المبارك يا أبا عبد الرحمن الحديث الذي جاء ‏""‏ إن من البر بعد البر أن تصلي لأبويك مع صلاتك وتصوم لهما مع صومك ‏""‏ ‏.‏ قال فقال عبد الله يا أبا إسحاق عمن هذا قال قلت له هذا من حديث شهاب بن خراش ‏.‏ فقال ثقة عمن قال قلت عن الحجاج بن دينار ‏.‏ قال ثقة عمن قال قلت قال رسول الله صلى الله عليه وسلم ‏.‏ قال يا أبا إسحاق إن بين الحجاج بن دينار وبين النبي صلى الله عليه وسلم مفاوز تنقطع فيها أعناق المطي ولكن ليس في الصدقة اختلاف ‏.‏",
35,1, Sahih Muslim ,1, 35 ,Introduction - كتاب المقدمة,"30213, 20025",وقال محمد سمعت علي بن شقيق، يقول سمعت عبد الله بن المبارك، يقول على رءوس الناس دعوا حديث عمرو بن ثابت فإنه كان يسب السلف ‏.‏,
36,1, Sahih Muslim ,1, 36 ,Introduction - كتاب المقدمة,"30528, 20390",وحدثني أبو بكر بن النضر بن أبي النضر، قال حدثني أبو النضر، هاشم بن القاسم حدثنا أبو عقيل، صاحب بهية قال كنت جالسا عند القاسم بن عبيد الله ويحيى بن سعيد فقال يحيى للقاسم يا أبا محمد إنه قبيح على مثلك عظيم أن تسأل عن شىء من أمر هذا الدين فلا يوجد عندك منه علم ولا فرج - أو علم ولا مخرج - فقال له القاسم وعم ذاك قال لأنك ابن إمامى هدى ابن أبي بكر وعمر ‏.‏ قال يقول له القاسم أقبح من ذاك عند من عقل عن الله أن أقول بغير علم أو آخذ عن غير ثقة ‏.‏ قال فسكت فما أجابه ‏.‏,
37,1, Sahih Muslim ,1, 37 ,Introduction - كتاب المقدمة,"30316, 20005",وحدثني بشر بن الحكم العبدي، قال سمعت سفيان بن عيينة، يقول أخبروني عن أبي عقيل، صاحب بهية أن أبناء، لعبد الله بن عمر سألوه عن شىء لم يكن عنده فيه علم فقال له يحيى بن سعيد والله إني لأعظم أن يكون مثلك وأنت ابن إمامى الهدى - يعني عمر وابن عمر - تسأل عن أمر ليس عندك فيه علم ‏.‏ فقال أعظم من ذلك والله عند الله وعند من عقل عن الله أن أقول بغير علم أو أخبر عن غير ثقة ‏.‏ قال وشهدهما أبو عقيل يحيى بن المتوكل حين قالا ذلك ‏.‏,
38,1, Sahih Muslim ,1, 38 ,Introduction - كتاب المقدمة,"30153, 20031",وحدثنا عمرو بن علي أبو حفص، قال سمعت يحيى بن سعيد، قال سألت سفيان الثوري وشعبة ومالكا وابن عيينة عن الرجل لا يكون ثبتا في الحديث فيأتيني الرجل فيسألني عنه ‏.‏ قالوا أخبر عنه أنه ليس بثبت ‏.‏,
39,1, Sahih Muslim ,1, 39 ,Introduction - كتاب المقدمة,"30359, 20291",وحدثنا عبيد الله بن سعيد، قال سمعت النضر، يقول سئل ابن عون عن حديث، لشهر وهو قائم على أسكفة الباب فقال إن شهرا نزكوه إن شهرا نزكوه ‏.‏ قال مسلم رحمه الله يقول أخذته ألسنة الناس تكلموا فيه ‏.‏,
40,1, Sahih Muslim ,1, 40 ,Introduction - كتاب المقدمة,"38834, 20426",وحدثني حجاج بن الشاعر، حدثنا شبابة، قال قال شعبة وقد لقيت شهرا فلم أعتد به ‏.‏,
41,1, Sahih Muslim ,1, 41 ,Introduction - كتاب المقدمة,"11045, 20025, 24224",وحدثني محمد بن عبد الله بن قهزاذ، - من أهل مرو - قال أخبرني علي بن حسين بن واقد، قال قال عبد الله بن المبارك قلت لسفيان الثوري إن عباد بن كثير من تعرف حاله ‏.‏ وإذا حدث جاء، بأمر عظيم فترى أن أقول، للناس لا تأخذوا عنه قال سفيان بلى ‏.‏ قال عبد الله فكنت إذا كنت في مجلس ذكر فيه عباد أثنيت عليه في دينه وأقول لا تأخذوا عنه ‏.‏,
42,1, Sahih Muslim ,1, 42 ,Introduction - كتاب المقدمة,"30213, 15349",وقال محمد حدثنا عبد الله بن عثمان، قال قال أبي قال عبد الله بن المبارك انتهيت إلى شعبة فقال هذا عباد بن كثير فاحذروه ‏.‏,
43,1, Sahih Muslim ,1, 43 ,Introduction - كتاب المقدمة,"30264, 20347",وحدثني الفضل بن سهل، قال سألت معلى الرازي عن محمد بن سعيد الذي، روى عنه، عباد فأخبرني عن عيسى بن يونس، قال كنت على بابه وسفيان عنده فلما خرج سألته عنه فأخبرني أنه كذاب ‏.‏,
44,1, Sahih Muslim ,1, 44 ,Introduction - كتاب المقدمة,"30106, 30455",وحدثني محمد بن أبي عتاب، قال حدثني عفان، عن محمد بن يحيى بن سعيد القطان، عن أبيه، قال لم نر الصالحين في شىء أكذب منهم في الحديث ‏.‏,
45,1, Sahih Muslim ,1, 45 ,Introduction - كتاب المقدمة,20285,قال ابن أبي عتاب فلقيت أنا محمد بن يحيى بن سعيد القطان، فسألته عنه فقال عن أبيه، لم تر أهل الخير في شىء أكذب منهم في الحديث ‏.‏ قال مسلم يقول يجري الكذب على لسانهم ولا يتعمدون الكذب ‏.‏,
46,1, Sahih Muslim ,1, 46 ,Introduction - كتاب المقدمة,"30264, 20472, 11066, 20577",حدثني الفضل بن سهل، قال حدثنا يزيد بن هارون، قال أخبرني خليفة بن موسى، قال دخلت على غالب بن عبيد الله فجعل يملي على حدثني مكحول، حدثني مكحول، فأخذه البول فقام فنظرت في الكراسة فإذا فيها حدثني أبان عن أنس وأبان عن فلان فتركته وقمت ‏.‏,
47,1, Sahih Muslim ,1, 47 ,Introduction - كتاب المقدمة,"30115, 20295, 11221, 11449",قال وسمعت الحسن بن علي الحلواني، يقول رأيت في كتاب عفان حديث هشام أبي المقدام حديث عمر بن عبد العزيز قال هشام حدثني رجل يقال له يحيى بن فلان عن محمد بن كعب قال قلت لعفان إنهم يقولون هشام سمعه من محمد بن كعب ‏.‏ فقال إنما ابتلي من قبل هذا الحديث كان يقول حدثني يحيى عن محمد ثم ادعى بعد أنه سمعه من محمد ‏.‏,
48,1, Sahih Muslim ,1, 48 ,Introduction - كتاب المقدمة,30561,"حدثني محمد بن عبد الله بن قهزاذ، قال سمعت عبد الله بن عثمان بن جبلة، يقول قلت لعبد الله بن المبارك من هذا الرجل الذي رويت عنه، حديث عبد الله بن عمرو ‏""‏ يوم الفطر يوم الجوائز ‏""‏ ‏.‏ قال سليمان بن الحجاج ‏.‏ انظر ما وضعت في يدك منه ‏.‏",
49,1, Sahih Muslim ,1, 49 ,Introduction - كتاب المقدمة,"38693, 30543","قال ابن قهزاذ وسمعت وهب بن زمعة، يذكر عن سفيان بن عبد الملك، قال قال عبد الله يعني ابن المبارك رأيت روح بن غطيف صاحب ‏""‏ الدم قدر الدرهم ‏""‏ وجلست إليه مجلسا فجعلت أستحيي من أصحابي أن يروني جالسا معه كره حديثه ‏.‏",
50,1, Sahih Muslim ,1, 50 ,Introduction - كتاب المقدمة,"20298, 20012, 20025",حدثني ابن قهزاذ، قال سمعت وهبا، يقول عن سفيان، عن ابن المبارك، قال بقية صدوق اللسان ولكنه يأخذ عمن أقبل وأدبر ‏.‏,
51,1, Sahih Muslim ,1, 51 ,Introduction - كتاب المقدمة,"30367, 20028, 11072, 11052",حدثنا قتيبة بن سعيد، حدثنا جرير، عن مغيرة، عن الشعبي، قال حدثني الحارث الأعور الهمداني، وكان، كذابا ‏.‏,
52,1, Sahih Muslim ,1, 52 ,Introduction - كتاب المقدمة,"20318, 11072, 11052, 19865",حدثنا أبو عامر عبد الله بن براد الأشعري، حدثنا أبو أسامة، عن مفضل، عن مغيرة، قال سمعت الشعبي، يقول حدثني الحارث الأعور، وهو يشهد أنه أحد الكاذبين ‏.‏,
53,1, Sahih Muslim ,1, 53 ,Introduction - كتاب المقدمة,"30367, 20028, 11072, 11051, 11017",حدثنا قتيبة بن سعيد، حدثنا جرير، عن مغيرة، عن إبراهيم، قال قال علقمة قرأت القرآن في سنتين ‏.‏ فقال الحارث القرآن هين الوحى أشد ‏.‏,
54,1, Sahih Muslim ,1, 54 ,Introduction - كتاب المقدمة,"38834, 30184, 20320, 11060, 11051",وحدثني حجاج بن الشاعر، حدثنا أحمد، - يعني ابن يونس - حدثنا زائدة، عن الأعمش، عن إبراهيم، أن الحارث، قال تعلمت القرآن في ثلاث سنين والوحى في سنتين - أو قال الوحى في ثلاث سنين والقرآن في سنتين ‏.‏,
55,1, Sahih Muslim ,1, 55 ,Introduction - كتاب المقدمة,"20219, 30184, 20320, 11067, 166, 20150",وحدثني حجاج، قال حدثني أحمد، - وهو ابن يونس - حدثنا زائدة، عن منصور، والمغيرة، عن إبراهيم، أن الحارث، اتهم ‏.‏,
56,1, Sahih Muslim ,1, 56 ,Introduction - كتاب المقدمة,"30367, 20028, 20583",وحدثنا قتيبة بن سعيد، حدثنا جرير، عن حمزة الزيات، قال سمع مرة الهمداني، من الحارث شيئا فقال له اقعد بالباب ‏.‏ قال فدخل مرة وأخذ سيفه - قال - وأحس الحارث بالشر فذهب ‏.‏,
57,1, Sahih Muslim ,1, 57 ,Introduction - كتاب المقدمة,"30359, 20033, 20022, 11071",وحدثني عبيد الله بن سعيد، حدثنا عبد الرحمن، - يعني ابن مهدي - حدثنا حماد بن زيد، عن ابن عون، قال قال لنا إبراهيم إياكم والمغيرة بن سعيد وأبا عبد الرحيم فإنهما كذابان ‏.‏,
58,1, Sahih Muslim ,1, 58 ,Introduction - كتاب المقدمة,"30559, 20022, 11080, 11353",حدثنا أبو كامل الجحدري، حدثنا حماد، - وهو ابن زيد - قال حدثنا عاصم، قال كنا نأتي أبا عبد الرحمن السلمي ونحن غلمة أيفاع فكان يقول لنا لا تجالسوا القصاص غير أبي الأحوص وإياكم وشقيقا ‏.‏ قال وكان شقيق هذا يرى رأى الخوارج وليس بأبي وائل ‏.‏,
59,1, Sahih Muslim ,1, 59 ,Introduction - كتاب المقدمة,4057,حدثنا أبو غسان، محمد بن عمرو الرازي قال سمعت جريرا، يقول لقيت جابر بن يزيد الجعفي فلم أكتب عنه كان يؤمن بالرجعة ‏.‏,
60,1, Sahih Muslim ,1, 60 ,Introduction - كتاب المقدمة,"20364, 20359",حدثنا الحسن الحلواني، حدثنا يحيى بن آدم، حدثنا مسعر، قال حدثنا جابر بن يزيد، قبل أن يحدث، ما أحدث ‏.‏,
61,1, Sahih Muslim ,1, 61 ,Introduction - كتاب المقدمة,"30417, 30418, 20005",وحدثني سلمة بن شبيب، حدثنا الحميدي، حدثنا سفيان، قال كان الناس يحملون عن جابر، قبل أن يظهر، ما أظهر فلما أظهر ما أظهر اتهمه الناس في حديثه وتركه بعض الناس فقيل له وما أظهر قال الإيمان بالرجعة ‏.‏,
62,1, Sahih Muslim ,1, 62 ,Introduction - كتاب المقدمة,"130115, 20332, 20351, 20645, 34",وحدثنا حسن الحلواني، حدثنا أبو يحيى الحماني، حدثنا قبيصة، وأخوه، أنهما سمعا الجراح بن مليح، يقول سمعت جابرا، يقول عندي سبعون ألف حديث عن أبي جعفر، عن النبي صلى الله عليه وسلم كلها ‏.‏,
63,1, Sahih Muslim ,1, 63 ,Introduction - كتاب المقدمة,"38834, 30184, 20321, 34",وحدثني حجاج بن الشاعر، حدثنا أحمد بن يونس، قال سمعت زهيرا، يقول قال جابر - أو سمعت جابرا، يقول - إن عندي لخمسين ألف حديث ما حدثت منها بشىء ‏.‏ قال ثم حدث يوما بحديث فقال هذا من الخمسين ألفا ‏.‏,
64,1, Sahih Muslim ,1, 64 ,Introduction - كتاب المقدمة,"30536, 20296, 20550",وحدثني إبراهيم بن خالد اليشكري، قال سمعت أبا الوليد، يقول سمعت سلام بن أبي مطيع، يقول سمعت جابرا الجعفي، يقول عندي خمسون ألف حديث عن النبي صلى الله عليه وسلم ‏.‏,
65,1, Sahih Muslim ,1, 65 ,Introduction - كتاب المقدمة,"30417, 30418, 20005, 34",وحدثني سلمة بن شبيب، حدثنا الحميدي، حدثنا سفيان، قال سمعت رجلا، سأل جابرا عن قوله عز وجل ‏{‏ فلن أبرح الأرض حتى يأذن لي أبي أو يحكم الله لي وهو خير الحاكمين‏}‏ فقال جابر لم يجئ تأويل هذه ‏.‏ قال سفيان وكذب ‏.‏ فقلنا لسفيان وما أراد بهذا فقال إن الرافضة تقول إن عليا في السحاب فلا نخرج مع من خرج من ولده حتى ينادي مناد من السماء ‏.‏ يريد عليا أنه ينادي اخرجوا مع فلان ‏.‏ يقول جابر فذا تأويل هذه الآية وكذب كانت في إخوة يوسف صلى الله عليه وسلم ‏.‏,
66,1, Sahih Muslim ,1, 66 ,Introduction - كتاب المقدمة,"237, 30418, 20005, 34",وحدثني سلمة، حدثنا الحميدي، حدثنا سفيان، قال سمعت جابرا، يحدث بنحو من ثلاثين ألف حديث ما أستحل أن أذكر منها شيئا وأن لي كذا وكذا ‏.‏,
67,1, Sahih Muslim ,1, 67 ,Introduction - كتاب المقدمة,20285,قال مسلم وسمعت أبا غسان، محمد بن عمرو الرازي قال سألت جرير بن عبد الحميد فقلت الحارث بن حصيرة لقيته قال نعم ‏.‏ شيخ طويل السكوت يصر على أمر عظيم ‏.‏,
68,1, Sahih Muslim ,1, 68 ,Introduction - كتاب المقدمة,"30494, 20033, 20022",حدثني أحمد بن إبراهيم الدورقي، قال حدثني عبد الرحمن بن مهدي، عن حماد بن زيد، قال ذكر أيوب رجلا يوما فقال لم يكن بمستقيم اللسان وذكر آخر فقال هو يزيد في الرقم ‏.‏,
69,1, Sahih Muslim ,1, 69 ,Introduction - كتاب المقدمة,"38834, 20193, 20022, 11015",حدثني حجاج بن الشاعر، حدثنا سليمان بن حرب، حدثنا حماد بن زيد، قال قال أيوب إن لي جارا - ثم ذكر من فضله - ولو شهد عندي على تمرتين ما رأيت شهادته جائزة ‏.‏,
70,1, Sahih Muslim ,1, 70 ,Introduction - كتاب المقدمة,"30375, 38834, 20121",وحدثني محمد بن رافع، وحجاج بن الشاعر، قالا حدثنا عبد الرزاق، قال قال معمر ما رأيت أيوب اغتاب أحدا قط إلا عبد الكريم - يعني أبا أمية - فإنه ذكره فقال رحمه الله كان غير ثقة لقد سألني عن حديث لعكرمة ثم قال سمعت عكرمة ‏.‏,
71,1, Sahih Muslim ,1, 71 ,Introduction - كتاب المقدمة,"30264, 30106, 20297, 400, 384",حدثني الفضل بن سهل، قال حدثنا عفان بن مسلم، حدثنا همام، قال قدم علينا أبو داود الأعمى فجعل يقول حدثنا البراء، قال وحدثنا زيد بن أرقم، ‏.‏ فذكرنا ذلك لقتادة فقال كذب ما سمع منهم إنما كان ذلك سائلا يتكفف الناس زمن طاعون الجارف ‏.‏,
72,1, Sahih Muslim ,1, 72 ,Introduction - كتاب المقدمة,"20472, 20297, 11016",وحدثني حسن بن علي الحلواني، قال حدثنا يزيد بن هارون، أخبرنا همام، قال دخل أبو داود الأعمى على قتادة فلما قام قالوا إن هذا يزعم أنه لقي ثمانية عشر بدريا ‏.‏ فقال قتادة هذا كان سائلا قبل الجارف لا يعرض في شىء من هذا ولا يتكلم فيه ‏.‏ فوالله ما حدثنا الحسن عن بدري مشافهة ‏.‏ ولا حدثنا سعيد بن المسيب عن بدري مشافهة إلا عن سعد بن مالك ‏.‏,
73,1, Sahih Muslim ,1, 73 ,Introduction - كتاب المقدمة,"30203, 20028",حدثنا عثمان بن أبي شيبة، حدثنا جرير، عن رقبة، أن أبا جعفر الهاشمي المدني، كان يضع أحاديث كلام حق وليست من أحاديث النبي صلى الله عليه وسلم وكان يرويها عن النبي صلى الله عليه وسلم ‏.‏,
74,1, Sahih Muslim ,1, 74 ,Introduction - كتاب المقدمة,"30238, 11222, 30238, 20547, 20020, 11075, 24341",حدثنا الحسن الحلواني، قال حدثنا نعيم بن حماد، قال أبو إسحاق إبراهيم بن محمد بن سفيان وحدثنا محمد بن يحيى، قال حدثنا نعيم بن حماد، حدثنا أبو داود الطيالسي، عن شعبة، عن يونس بن عبيد، قال كان عمرو بن عبيد يكذب في الحديث ‏.‏,
75,1, Sahih Muslim ,1, 75 ,Introduction - كتاب المقدمة,"30153, 20286, 24341, 11016","حدثني عمرو بن علي أبو حفص، قال سمعت معاذ بن معاذ، يقول قلت لعوف بن أبي جميلة إن عمرو بن عبيد حدثنا عن الحسن، أن رسول الله صلى الله عليه وسلم قال ‏""‏ من حمل علينا السلاح فليس منا ‏""‏ قال كذب والله عمرو ولكنه أراد أن يحوزها إلى قوله الخبيث ‏.‏",
76,1, Sahih Muslim ,1, 76 ,Introduction - كتاب المقدمة,"30024, 20022",وحدثنا عبيد الله بن عمر القواريري، حدثنا حماد بن زيد، قال كان رجل قد لزم أيوب وسمع منه ففقده أيوب فقالوا يا أبا بكر إنه قد لزم عمرو بن عبيد ‏.‏ قال حماد فبينا أنا يوما مع أيوب وقد بكرنا إلى السوق فاستقبله الرجل فسلم عليه أيوب وسأله ثم قال له أيوب بلغني أنك لزمت ذاك الرجل ‏.‏ قال حماد سماه ‏.‏ يعني عمرا ‏.‏ قال نعم يا أبا بكر إنه يجيئنا بأشياء غرائب ‏.‏ قال يقول له أيوب إنما نفر أو نفرق من تلك الغرائب ‏.‏,
77,1, Sahih Muslim ,1, 77 ,Introduction - كتاب المقدمة,"38834, 20193, 24341, 11016, 11016",وحدثني حجاج بن الشاعر، حدثنا سليمان بن حرب، حدثنا ابن زيد، - يعني حمادا - قال قيل لأيوب إن عمرو بن عبيد روى عن الحسن قال لا يجلد السكران من النبيذ ‏.‏ فقال كذب أنا سمعت الحسن يقول يجلد السكران من النبيذ ‏.‏,
78,1, Sahih Muslim ,1, 78 ,Introduction - كتاب المقدمة,"20219, 20193, 20550",وحدثني حجاج، حدثنا سليمان بن حرب، قال سمعت سلام بن أبي مطيع، يقول بلغ أيوب أني آتي عمرا فأقبل على يوما فقال أرأيت رجلا لا تأمنه على دينه كيف تأمنه على الحديث,
79,1, Sahih Muslim ,1, 79 ,Introduction - كتاب المقدمة,"30417, 30418, 20005, 30170, 24341",وحدثني سلمة بن شبيب، حدثنا الحميدي، حدثنا سفيان، قال سمعت أبا موسى، يقول حدثنا عمرو بن عبيد، قبل أن يحدث، ‏.‏,
80,1, Sahih Muslim ,1, 80 ,Introduction - كتاب المقدمة,"30150, 20286",حدثني عبيد الله بن معاذ العنبري، حدثنا أبي قال، كتبت إلى شعبة أسأله عن أبي شيبة، قاضي واسط فكتب إلى لا تكتب عنه شيئا ومزق كتابي ‏.‏,
81,1, Sahih Muslim ,1, 81 ,Introduction - كتاب المقدمة,"30115, 30106",وحدثنا الحلواني، قال سمعت عفان، قال حدثت حماد بن سلمة، عن صالح المري، بحديث عن ثابت، فقال كذب ‏.‏ وحدثت هماما، عن صالح المري، بحديث فقال كذب ‏.‏,
82,1, Sahih Muslim ,1, 82 ,Introduction - كتاب المقدمة,"30277, 30002, 25053, 30002",وحدثنا محمود بن غيلان، حدثنا أبو داود، قال قال لي شعبة ايت جرير بن حازم فقل له لا يحل لك أن تروي عن الحسن بن عمارة فإنه يكذب ‏.‏ قال أبو داود قلت لشعبة وكيف ذاك فقال حدثنا عن الحكم بأشياء لم أجد لها أصلا ‏.‏ قال قلت له بأى شىء قال قلت للحكم أصلى النبي صلى الله عليه وسلم على قتلى أحد فقال لم يصل عليهم ‏.‏ فقال الحسن بن عمارة عن الحكم عن مقسم عن ابن عباس إن النبي صلى الله عليه وسلم صلى عليهم ودفنهم ‏.‏ قلت للحكم ما تقول في أولاد الزنا قال يصلى عليهم ‏.‏ قلت من حديث من يروى قال يروى عن الحسن البصري ‏.‏ فقال الحسن بن عمارة حدثنا الحكم عن يحيى بن الجزار عن علي ‏.‏,
